Customer_ID,Acquisition_Date,Last_Activity_Date,Tenure_Days,Industry,Segment,Country,Company_Size_Employees,MRR,ARR,LTV,Churn_Probability,Health_Score,Churned,Churn_Date,NPS_Score,CSAT_Score,Support_Tickets,Avg_Resolution_Hours,Logins_Last_30d,Features_Used,API_Calls_Monthly,Storage_GB,Plan,Payment_Method,Expansion_Revenue,Upsell_Probability,Referrals_Made,Contract_Value,Renewal_Date
CUST-10111,2022-07-02,2022-10-07,97,Media,Startup,Australia,9082,9465.86,113590.28,284999.16,0.404,66.1,0,,-13,1.7,19,26.2,90,14,921765,1260.1,Starter,Invoice,1302.53,0.201,5,9465.86,2023-07-02
CUST-10112,2023-11-27,2025-03-04,463,Education,Enterprise,UK,11048,7541.97,90503.67,211193.52,0.295,77.3,0,,-100,4.9,33,1.9,41,13,321140,138.3,Enterprise,Credit Card,4778.56,0.188,9,271511.0,2024-11-26
CUST-10113,2023-01-08,2024-07-10,549,Finance,SMB,Australia,46297,2260.9,27130.81,46349.41,0.278,69.8,0,,97,1.7,9,58.8,56,1,652300,193.9,Starter,ACH,4675.16,0.108,10,27130.81,2024-01-08
CUST-10114,2024-11-27,2025-05-18,172,Logistics,SMB,India,25488,9011.28,108135.4,242415.62,0.005,89.2,0,,100,2.8,7,48.5,8,11,258182,1828.5,Professional,Wire,941.7,0.404,5,9011.28,2025-11-27
CUST-10115,2024-09-10,2026-07-18,676,Media,SMB,India,42157,7104.61,85255.33,292998.49,0.171,89.9,0,,-49,2.1,8,32.8,25,10,990115,3131.7,Custom,Wire,1885.33,0.49,7,7104.61,2025-09-10
CUST-10116,2023-10-21,2025-05-18,575,Technology,SMB,India,2733,4891.63,58699.61,109230.02,0,100,0,,-52,4.8,19,64.3,73,18,181779,3204.7,Starter,Credit Card,236.04,0.303,3,117399.23,2024-10-20
CUST-10117,2022-04-18,2024-03-19,701,Technology,SMB,Japan,6470,8748.68,104984.18,323864.67,0,99.5,0,,17,4.8,14,51.6,9,7,519333,1033.7,Starter,Credit Card,4610.43,0.206,1,209968.36,2023-04-18
CUST-10118,2022-01-10,2022-09-14,247,Retail,Startup,Canada,26347,6628.98,79547.79,294593.9,0.218,85.3,0,,-89,1.6,38,18.5,85,9,924786,4610.9,Enterprise,Invoice,4701.36,0.653,4,238643.37,2023-01-10
CUST-10119,2022-01-21,2023-03-23,426,Manufacturing,Startup,Mexico,688,8252.19,99026.32,180224.07,0.211,80.4,0,,60,3.8,2,50.4,57,5,695167,3447.5,Starter,Credit Card,576.39,0.902,7,8252.19,2023-01-21
CUST-10120,2023-01-11,2024-07-14,550,Manufacturing,Startup,India,18777,3340.05,40080.57,152396.8,0.118,98.1,0,,-28,4.4,16,8.7,15,13,862849,4428.0,Professional,Credit Card,2773.75,0.498,2,3340.05,2024-01-11
CUST-10121,2024-08-18,2025-12-22,491,Retail,Enterprise,France,40330,1181.5,14178.05,18435.13,0.18,82.8,0,,-6,2.8,9,32.4,5,17,804037,4872.5,Professional,ACH,218.79,0.014,2,28356.11,2025-08-18
CUST-10122,2023-05-29,2023-11-25,180,Manufacturing,Mid-Market,India,4176,3565.16,42781.93,51435.53,0.215,78.9,0,,-43,1.7,12,24.8,56,1,913663,2202.7,Professional,ACH,2784.27,0.143,5,3565.16,2024-05-28
CUST-10123,2022-08-17,2024-07-19,702,Education,SMB,USA,9408,743.8,8925.6,20646.4,0.22,83.3,0,,-74,3.7,0,28.1,72,2,853232,1937.6,Starter,Invoice,3810.88,0.035,8,743.8,2023-08-17
CUST-10124,2022-02-10,2023-12-07,665,Logistics,Startup,Japan,44758,8256.58,99079.01,214753.64,0,97.9,0,,25,3.5,22,70.6,81,15,502403,4597.1,Professional,Wire,2682.27,0.36,2,198158.02,2023-02-10
CUST-10125,2022-12-24,2024-01-26,398,Finance,SMB,USA,30147,9990.49,119885.89,430004.45,0.173,87.0,0,,5,3.8,34,61.5,51,5,880945,3132.5,Professional,Wire,2105.7,0.418,7,359657.67,2023-12-24
CUST-10126,2024-03-06,2025-06-24,475,Retail,Mid-Market,Japan,46705,3698.25,44378.96,72827.58,0.026,100,0,,-52,3.3,46,47.8,79,12,944089,2316.9,Custom,ACH,3220.0,0.214,2,133136.88,2025-03-06
CUST-10127,2022-08-11,2024-02-18,556,Technology,Startup,Japan,14237,6556.15,78673.81,122032.59,0.207,75.9,0,,-14,3.2,10,47.8,66,14,189074,4716.0,Starter,Invoice,1929.85,0.667,4,78673.81,2023-08-11
CUST-10128,2024-04-03,2025-11-13,589,Logistics,Mid-Market,Canada,40005,7839.4,94072.84,112166.26,0.013,100,0,,95,3.4,47,45.6,4,4,825189,326.8,Starter,Credit Card,4600.86,0.869,5,7839.4,2025-04-03
CUST-10129,2023-10-04,2024-10-04,366,Education,SMB,Mexico,29274,2108.77,25305.24,25991.27,0.244,89.8,0,,21,2.4,11,21.6,12,18,167575,4504.1,Professional,Invoice,2075.93,0.532,9,75915.72,2024-10-03
CUST-10130,2022-11-21,2024-06-19,576,Healthcare,Mid-Market,Germany,29162,5566.98,66803.76,143192.98,0.265,78.0,0,,-76,4.0,8,63.5,60,13,500044,852.3,Starter,ACH,4654.71,0.585,2,200411.28,2023-11-21
CUST-10131,2022-02-10,2023-06-29,504,Healthcare,SMB,Germany,8848,9470.38,113644.56,282263.61,0.366,60.9,0,,59,2.2,25,66.1,14,7,665030,1603.5,Starter,ACH,3014.06,0.799,0,340933.69,2023-02-10
CUST-10132,2022-12-13,2023-12-22,374,Logistics,Enterprise,Canada,10941,8526.4,102316.84,119923.62,0.173,92.1,0,,-87,3.6,44,22.8,57,14,353913,202.3,Custom,Credit Card,1664.59,0.031,9,8526.4,2023-12-13
CUST-10133,2022-02-09,2022-12-16,310,Media,SMB,Canada,24043,3867.64,46411.73,170139.45,0.203,84.7,0,,31,4.4,50,31.1,90,11,138768,4714.5,Enterprise,Invoice,2444.15,0.267,7,3867.64,2023-02-09
CUST-10134,2023-10-15,2025-03-20,522,Healthcare,Mid-Market,Germany,24475,8967.61,107611.31,62471.18,0.253,85.9,0,,-84,1.6,15,56.3,9,1,758232,67.2,Enterprise,Credit Card,781.22,0.626,7,215222.63,2024-10-14
CUST-10135,2022-08-05,2024-04-24,628,Finance,Enterprise,UK,47076,1306.59,15679.03,46480.76,0.144,96.4,0,,-77,1.0,50,49.7,26,2,751807,397.1,Enterprise,Invoice,2380.22,0.197,7,15679.03,2023-08-05
CUST-10136,2024-08-18,2025-06-09,295,Healthcare,Enterprise,Germany,12962,7341.49,88097.89,226529.82,0.298,72.0,0,,-33,1.6,34,41.9,24,4,737010,3808.3,Professional,Invoice,4243.08,0.756,3,88097.89,2025-08-18
CUST-10137,2024-03-19,2025-12-30,651,Media,Mid-Market,Brazil,22599,8375.8,100509.6,154635.85,0,100,0,,88,2.0,0,47.5,87,9,295120,3771.5,Starter,Credit Card,313.91,0.344,0,301528.8,2025-03-19
CUST-10138,2022-06-13,2024-05-04,691,Education,Enterprise,Mexico,23694,7666.89,92002.74,276595.55,0.231,82.2,0,,78,3.7,43,69.1,72,9,762470,4198.6,Custom,ACH,3710.96,0.48,7,184005.47,2023-06-13
CUST-10139,2024-09-28,2025-08-15,321,Media,SMB,Australia,30259,5503.58,66042.93,205221.31,0.226,84.9,0,,-17,4.7,25,33.9,59,15,160101,710.4,Custom,Wire,4748.17,0.873,5,198128.78,2025-09-28
CUST-10140,2022-11-02,2023-12-17,410,Finance,Mid-Market,Japan,6220,3719.53,44634.35,90176.32,0.271,68.4,0,,-96,2.6,9,20.2,25,1,521480,1961.2,Enterprise,ACH,1138.7,0.487,7,133903.06,2023-11-02
CUST-10141,2024-06-10,2024-11-21,164,Logistics,SMB,Mexico,18965,4923.69,59084.25,167223.91,0.254,81.6,0,,-64,1.9,31,58.1,53,16,13597,4784.3,Professional,ACH,3152.3,0.684,6,4923.69,2025-06-10
CUST-10142,2022-09-23,2024-03-19,543,Logistics,SMB,UK,1165,2889.78,34677.38,105303.01,0.197,74.9,0,,14,2.5,15,15.9,41,8,954357,4359.4,Enterprise,Wire,3934.03,0.555,9,69354.76,2023-09-23
CUST-10143,2023-02-03,2023-06-14,131,Retail,Mid-Market,Australia,36921,9657.19,115886.3,374959.73,0.098,87.3,0,,20,4.6,20,37.3,12,13,786633,741.8,Enterprise,Credit Card,2646.18,0.463,4,9657.19,2024-02-03
CUST-10144,2024-07-09,2025-08-12,399,Logistics,Enterprise,Japan,14641,7795.59,93547.07,305850.78,0.177,88.6,0,,62,1.0,22,59.6,61,18,153218,3918.4,Enterprise,Wire,4926.42,0.605,8,93547.07,2025-07-09
CUST-10145,2023-01-21,2024-09-24,612,Retail,SMB,France,27726,6089.31,73071.67,112140.79,0.292,80.5,0,,79,4.3,0,22.2,26,5,310486,126.4,Custom,Credit Card,1843.16,0.776,2,219215.01,2024-01-21
CUST-10146,2024-02-22,2025-09-13,569,Manufacturing,Startup,Japan,46292,1653.09,19837.04,40754.94,0.024,100,0,,55,2.8,10,42.6,41,1,129934,262.1,Enterprise,Wire,1844.11,0.315,6,1653.09,2025-02-21
CUST-10147,2024-06-08,2026-04-01,662,Education,SMB,Mexico,49582,3305.45,39665.45,44544.08,0,94.5,0,,45,1.2,32,5.0,16,16,66980,4634.7,Professional,Invoice,511.27,0.163,3,3305.45,2025-06-08
CUST-10148,2024-01-08,2025-01-08,366,Media,Enterprise,France,45525,3446.76,41361.18,80416.31,0.2,78.2,0,,-61,3.2,5,58.8,57,6,120847,3813.8,Enterprise,Invoice,1196.33,0.645,8,3446.76,2025-01-07
CUST-10149,2022-04-18,2024-02-06,659,Finance,Mid-Market,Germany,32811,8443.64,101323.71,130638.64,0.147,89.2,0,,-19,2.3,48,46.0,50,1,535032,3827.7,Custom,Credit Card,3348.21,0.697,8,8443.64,2023-04-18
CUST-10150,2022-03-24,2022-10-15,205,Education,Enterprise,India,10764,5936.72,71240.64,87692.1,0.255,79.3,0,,1,1.9,34,1.5,80,20,295087,1328.2,Enterprise,Wire,799.32,0.202,9,142481.27,2023-03-24
CUST-10151,2023-11-17,2024-06-05,201,Logistics,Enterprise,Mexico,42695,3336.88,40042.5,56507.84,0.327,76.6,0,,71,3.0,25,15.5,14,2,406272,4023.2,Professional,Invoice,3798.8,0.736,4,40042.5,2024-11-16
CUST-10152,2023-09-14,2024-09-18,370,Retail,SMB,India,1565,4690.42,56285.04,155763.51,0.225,92.5,0,,-21,1.0,11,62.1,26,16,992786,3599.7,Enterprise,Wire,4921.15,0.602,2,168855.11,2024-09-13
CUST-10153,2024-09-10,2026-04-08,575,Healthcare,Enterprise,USA,2049,6006.73,72080.76,236605.88,0,89.8,0,,58,1.2,0,68.2,0,10,466679,1907.1,Professional,Credit Card,267.69,0.215,3,216242.27,2025-09-10
CUST-10154,2024-02-03,2024-04-21,78,Manufacturing,Enterprise,Germany,17222,2870.79,34449.47,96034.47,0.31,76.5,0,,16,4.7,13,9.5,81,1,923051,4655.2,Custom,Invoice,71.72,0.086,3,103348.4,2025-02-02
CUST-10155,2023-07-14,2024-04-16,277,Healthcare,Mid-Market,France,44439,322.33,3868.0,9559.02,0.378,72.8,0,,-4,1.1,31,31.7,59,14,183524,4864.5,Starter,Credit Card,4797.14,0.876,4,11604.01,2024-07-13
CUST-10156,2023-02-20,2023-11-21,274,Technology,Startup,USA,36915,340.69,4088.25,5935.6,0.288,74.3,0,,11,3.2,44,35.7,29,2,300434,1820.2,Enterprise,Wire,4103.57,0.545,5,8176.5,2024-02-20
CUST-10157,2022-10-26,2023-09-20,329,Education,Startup,Brazil,9680,7377.43,88529.16,151717.48,0.261,83.6,0,,72,4.0,31,49.0,52,12,452682,432.2,Enterprise,Invoice,1664.02,0.359,7,265587.48,2023-10-26
CUST-10158,2022-12-03,2023-01-16,44,Finance,SMB,Mexico,9148,3499.19,41990.31,155953.91,0.388,68.7,0,,-48,4.3,25,6.8,53,4,525738,2720.0,Starter,Credit Card,1273.59,0.55,2,41990.31,2023-12-03
CUST-10159,2023-11-17,2025-04-01,501,Media,Startup,Japan,37820,1256.52,15078.26,46161.95,0.181,79.5,0,,-11,4.0,44,54.4,13,8,671580,3219.5,Professional,Invoice,3581.01,0.893,8,1256.52,2024-11-16
CUST-10160,2024-10-11,2025-03-08,148,Retail,SMB,India,41833,9165.85,109990.23,322522.25,0.231,89.4,0,,-76,4.8,12,2.7,3,10,126956,1035.4,Starter,Credit Card,1267.17,0.951,6,219980.46,2025-10-11
CUST-10161,2024-04-05,2024-04-16,11,Logistics,Startup,Mexico,38889,7007.4,84088.84,130401.12,0.293,78.7,0,,-90,3.7,2,36.5,44,1,268207,3503.2,Custom,Credit Card,2113.51,0.587,5,252266.52,2025-04-05
CUST-10162,2022-02-25,2023-03-22,390,Healthcare,Enterprise,Japan,47471,481.85,5782.18,12755.9,0.284,74.1,0,,83,3.5,6,33.3,43,8,632929,4920.0,Starter,ACH,1549.07,0.777,7,5782.18,2023-02-25
CUST-10163,2024-04-20,2024-07-27,98,Healthcare,Startup,India,11882,200.91,2410.92,2288.8,0.423,59.5,0,,18,2.1,36,28.6,68,2,265503,2928.3,Custom,Invoice,4511.31,0.293,2,200.91,2025-04-20
CUST-10164,2023-08-18,2025-04-25,616,Logistics,Mid-Market,Australia,16326,3380.01,40560.17,35849.56,0.204,91.5,0,,-99,2.5,47,58.3,22,13,46005,1511.4,Professional,ACH,4327.83,0.584,7,40560.17,2024-08-17
CUST-10165,2024-06-29,2026-06-17,718,Logistics,Enterprise,Australia,24035,9484.61,113815.29,103152.32,0.082,95.7,0,,78,2.7,45,38.3,88,12,665669,2717.4,Custom,Wire,167.68,0.436,6,9484.61,2025-06-29
CUST-10166,2022-05-14,2022-08-12,90,Finance,Mid-Market,UK,1585,2700.48,32405.74,123800.2,0.25,84.0,0,,-59,1.3,11,48.2,57,18,391451,2786.8,Custom,Credit Card,4854.33,0.656,9,97217.22,2023-05-14
CUST-10167,2022-08-26,2024-03-22,574,Technology,Startup,Canada,3936,492.58,5910.98,7143.81,0.063,100,0,,30,4.2,7,38.2,34,19,556289,44.3,Professional,ACH,4603.66,0.861,3,5910.98,2023-08-26
CUST-10168,2024-08-30,2026-01-02,490,Finance,Enterprise,Germany,33419,4838.47,58061.64,49158.73,0.041,100,0,,-63,4.4,4,34.9,9,19,172734,1235.3,Custom,ACH,4688.04,0.828,6,4838.47,2025-08-30
CUST-10169,2024-06-03,2024-07-17,44,Media,SMB,Australia,39748,8718.62,104623.44,338165.15,0.479,63.0,0,,-43,4.0,8,35.0,65,14,677423,4359.4,Professional,Invoice,2994.89,0.288,1,313870.33,2025-06-03
CUST-10170,2022-03-05,2023-05-07,428,Education,Enterprise,Brazil,25778,755.71,9068.48,7227.12,0.218,80.8,0,,-29,2.9,21,22.5,68,20,342976,4596.6,Custom,Wire,1930.47,0.871,9,9068.48,2023-03-05
CUST-10171,2024-08-19,2025-07-31,346,Manufacturing,Enterprise,Brazil,17781,999.78,11997.34,26560.48,0.142,93.7,0,,-27,3.4,14,23.2,41,8,593509,956.3,Enterprise,Invoice,4128.68,0.518,6,23994.68,2025-08-19
CUST-10172,2023-06-25,2025-02-27,613,Manufacturing,Mid-Market,Japan,45035,4295.1,51541.16,144670.3,0.122,79.8,0,,75,2.4,34,40.3,26,15,610008,2600.6,Starter,ACH,3192.98,0.206,10,103082.31,2024-06-24
CUST-10173,2023-01-10,2024-11-04,664,Education,Startup,Germany,16698,8113.82,97365.81,176475.05,0,100,0,,55,1.3,7,69.6,70,13,3425,332.7,Enterprise,Wire,2273.8,0.991,9,194731.61,2024-01-10
CUST-10174,2024-11-12,2026-06-17,582,Healthcare,Startup,Australia,28655,4261.88,51142.59,73131.56,0.251,79.1,0,,-1,2.3,8,13.9,46,2,43027,4235.9,Enterprise,Credit Card,2742.45,0.268,1,153427.77,2025-11-12
CUST-10175,2023-02-24,2023-04-06,41,Manufacturing,SMB,France,15778,8922.98,107075.81,265867.71,0.424,66.4,0,,-41,1.9,38,41.5,34,18,370725,4203.8,Professional,Credit Card,2768.55,0.317,3,107075.81,2024-02-24
CUST-10176,2024-02-24,2024-09-20,209,Logistics,SMB,UK,6275,5461.94,65543.3,36772.54,0.334,78.8,0,,-37,4.4,14,18.2,78,6,935209,867.7,Professional,ACH,536.93,0.239,4,196629.9,2025-02-23
CUST-10177,2024-03-02,2025-06-02,457,Finance,Startup,France,40313,2211.54,26538.47,22591.75,0.3,79.9,0,,92,2.5,34,55.3,26,16,457861,3947.9,Enterprise,ACH,103.58,0.508,6,79615.42,2025-03-02
CUST-10178,2023-02-25,2024-03-13,382,Media,Mid-Market,Japan,14287,1529.71,18356.47,14148.24,0.272,71.8,0,,-20,2.4,17,18.7,37,8,397875,3002.2,Custom,Credit Card,3432.46,0.563,10,1529.71,2024-02-25
CUST-10179,2024-07-15,2024-08-07,23,Media,Startup,UK,28667,3948.81,47385.74,80941.7,0.255,83.5,0,,-35,2.4,17,27.0,33,16,165777,842.7,Professional,Credit Card,4895.81,0.365,3,3948.81,2025-07-15
CUST-10180,2022-11-22,2023-02-25,95,Logistics,SMB,Germany,19217,6191.95,74303.45,180920.3,0.311,81.3,0,,-64,4.4,17,62.8,23,8,429354,1558.0,Starter,Invoice,4359.05,0.621,9,74303.45,2023-11-22
CUST-10181,2023-08-14,2025-02-26,562,Healthcare,Mid-Market,UK,6657,4754.46,57053.51,113047.19,0.128,90.6,0,,-32,4.3,11,38.9,59,18,797819,1844.7,Professional,Invoice,2668.29,0.187,0,114107.01,2024-08-13
CUST-10182,2022-12-18,2023-09-23,279,Finance,Mid-Market,USA,30745,5180.13,62161.61,35588.32,0.201,83.9,0,,-61,4.4,15,62.2,47,19,821200,1396.4,Professional,Wire,875.73,0.11,3,62161.61,2023-12-18
CUST-10183,2022-03-28,2022-06-05,69,Media,Startup,India,35490,9829.28,117951.33,115080.97,0.293,82.5,0,,85,2.6,33,34.1,82,17,371128,3931.9,Custom,ACH,2617.35,0.408,8,353853.98,2023-03-28
CUST-10184,2022-09-16,2022-10-24,38,Media,Startup,France,19634,2147.24,25766.89,66975.72,0.278,80.9,0,,-5,1.1,31,15.1,2,7,456694,3875.4,Professional,Wire,4325.99,0.791,2,51533.78,2023-09-16
CUST-10185,2024-03-22,2024-11-28,251,Logistics,Startup,Australia,24356,1507.92,18095.06,66078.87,0.31,73.1,0,,-48,2.9,26,69.1,31,5,940613,3200.1,Starter,ACH,1870.18,0.351,6,54285.18,2025-03-22
CUST-10186,2022-06-09,2024-02-12,613,Healthcare,Startup,Canada,21727,3009.12,36109.38,121826.91,0.071,93.9,0,,-51,2.2,32,12.8,12,5,780494,3555.5,Enterprise,Credit Card,123.42,0.219,8,72218.77,2023-06-09
CUST-10187,2022-02-19,2023-05-25,460,Education,SMB,USA,33886,4092.78,49113.35,161818.14,0.026,99.7,0,,49,1.5,28,54.9,55,17,37912,3331.6,Starter,Invoice,4664.74,0.378,10,147340.06,2023-02-19
CUST-10188,2023-07-02,2023-11-27,148,Retail,Startup,USA,2889,1506.89,18082.7,66950.85,0.371,73.0,0,,-23,1.0,8,14.8,72,7,437873,3997.4,Professional,Wire,2735.28,0.255,3,1506.89,2024-07-01
CUST-10189,2022-05-16,2022-10-31,168,Finance,Startup,Australia,7491,8601.52,103218.27,147527.49,0.244,80.7,0,,-80,3.7,21,44.8,47,16,270620,2885.2,Enterprise,ACH,2633.55,0.668,9,206436.54,2023-05-16
CUST-10190,2023-05-18,2024-01-05,232,Logistics,SMB,France,3366,8166.83,98001.9,197822.41,0.222,94.0,0,,51,2.2,16,8.6,18,18,234488,4222.4,Professional,Invoice,2321.74,0.153,1,196003.81,2024-05-17
CUST-10191,2024-04-25,2025-06-09,410,Healthcare,Startup,Canada,3734,4249.99,50999.83,84621.27,0.233,82.8,0,,11,2.6,27,11.9,60,1,349999,4688.0,Starter,ACH,1178.41,0.879,7,152999.5,2025-04-25
CUST-10192,2023-03-15,2024-05-04,416,Finance,SMB,Mexico,21444,4357.05,52284.55,69166.69,0.187,94.1,0,,51,2.5,5,8.1,10,1,157334,2701.9,Custom,Credit Card,4671.87,0.794,10,52284.55,2024-03-14
CUST-10193,2022-04-16,2022-04-19,3,Healthcare,SMB,USA,10832,4763.96,57167.53,35123.51,0.299,85.4,0,,-21,2.3,2,71.7,10,2,644206,1.1,Professional,Invoice,4485.28,0.824,7,4763.96,2023-04-16
CUST-10194,2023-07-02,2025-03-01,608,Healthcare,Mid-Market,Australia,39730,2984.14,35809.7,122790.54,0.224,85.1,0,,-34,1.6,49,50.7,12,16,635944,1119.0,Enterprise,Credit Card,1966.97,0.339,2,107429.09,2024-07-01
CUST-10195,2024-07-15,2025-07-18,368,Retail,Startup,Brazil,43668,9520.88,114250.5,179647.0,0.094,84.9,0,,-17,1.8,29,11.6,19,2,83312,293.7,Starter,Invoice,538.37,0.449,2,9520.88,2025-07-15
CUST-10196,2023-08-02,2024-07-08,341,Manufacturing,Enterprise,Japan,31018,6907.49,82889.83,209499.56,0.189,79.6,0,,67,1.1,10,28.7,44,3,51288,156.9,Enterprise,Wire,932.81,0.498,10,248669.48,2024-08-01
CUST-10197,2023-10-25,2025-01-28,461,Finance,SMB,USA,10764,1414.74,16976.91,27913.07,0.263,77.9,0,,-36,2.7,31,63.2,42,5,44066,4421.1,Professional,Wire,4785.31,0.907,2,50930.72,2024-10-24
CUST-10198,2022-03-20,2022-03-30,10,Healthcare,Enterprise,Australia,32843,6351.23,76214.71,227865.08,0.376,65.3,0,,-49,1.8,21,49.3,64,9,556656,1953.5,Professional,Wire,3848.56,0.731,0,228644.13,2023-03-20
CUST-10199,2023-08-18,2025-02-20,552,Logistics,Enterprise,France,30383,9967.22,119606.67,250878.24,0.119,91.4,0,,55,3.3,20,60.3,28,15,277558,1501.4,Starter,Invoice,3342.16,0.58,6,239213.33,2024-08-17
CUST-10200,2022-01-09,2023-07-07,544,Media,Enterprise,USA,4992,2368.29,28419.44,36271.82,0.159,84.0,0,,-30,3.1,34,67.7,2,17,910736,4763.0,Enterprise,Credit Card,2483.18,0.58,8,56838.87,2023-01-09
CUST-10201,2022-08-26,2023-04-24,241,Technology,Mid-Market,France,5226,9262.73,111152.74,206921.15,0.241,77.6,0,,-16,3.6,30,2.5,16,9,177233,3287.3,Enterprise,Wire,809.31,0.426,2,222305.49,2023-08-26
CUST-10202,2022-07-19,2023-05-11,296,Healthcare,Mid-Market,USA,15704,3162.97,37955.7,91022.26,0.192,84.0,0,,-84,4.1,50,54.8,34,6,118877,3824.5,Enterprise,Credit Card,2502.32,0.835,8,113867.1,2023-07-19
CUST-10203,2024-11-12,2025-03-18,126,Education,Enterprise,Germany,25425,4863.29,58359.53,154669.17,0.319,69.9,0,,-52,3.2,16,52.5,79,3,66514,811.5,Enterprise,Invoice,2610.43,0.69,3,175078.6,2025-11-12
CUST-10204,2023-12-21,2024-01-21,31,Retail,Startup,Germany,12466,3466.79,41601.48,77481.66,0.339,70.5,0,,58,3.5,49,42.6,89,3,780823,1133.8,Custom,Wire,1936.38,0.643,3,3466.79,2024-12-20
CUST-10205,2022-03-16,2023-06-23,464,Education,SMB,France,49139,1961.0,23531.97,58789.62,0.306,76.3,0,,-99,4.9,29,7.1,12,20,545798,2807.1,Starter,Invoice,2367.15,0.554,8,47063.93,2023-03-16
CUST-10206,2022-09-03,2024-06-04,640,Manufacturing,Startup,USA,6989,8126.21,97514.52,317069.61,0.038,94.1,0,,-86,4.8,42,69.4,17,9,855316,1897.9,Professional,ACH,1699.71,0.412,1,195029.04,2023-09-03
CUST-10207,2022-06-03,2023-10-27,511,Finance,SMB,UK,9011,3152.01,37824.15,58603.63,0.419,68.5,0,,34,3.4,6,26.7,12,9,805305,1668.9,Starter,Invoice,2882.06,0.582,1,37824.15,2023-06-03
CUST-10208,2022-04-11,2023-01-20,284,Manufacturing,Enterprise,India,43121,3182.74,38192.84,120774.17,0.24,69.8,0,,-24,1.4,25,54.4,5,10,963471,4389.8,Starter,ACH,1345.24,0.052,1,3182.74,2023-04-11
CUST-10209,2022-01-09,2022-04-29,110,Manufacturing,Enterprise,Germany,38727,8923.88,107086.6,69481.75,0.342,67.9,0,,43,4.6,15,6.8,21,6,679986,4590.8,Starter,Credit Card,2351.58,0.729,2,107086.6,2023-01-09
CUST-10210,2024-11-09,2025-07-12,245,Logistics,Mid-Market,India,15596,9896.5,118758.05,61576.37,0.17,85.8,0,,-85,2.7,39,48.3,24,17,306924,1721.3,Custom,Wire,4553.73,0.288,3,9896.5,2025-11-09
CUST-10211,2024-05-10,2025-01-27,262,Manufacturing,Mid-Market,Germany,37794,6517.54,78210.51,175337.82,0.343,71.8,0,,-53,4.3,37,9.5,85,8,138882,3555.3,Professional,Invoice,3724.4,0.731,10,234631.53,2025-05-10
CUST-10212,2022-09-30,2023-05-12,224,Technology,Enterprise,France,7014,2836.84,34042.03,30438.59,0.327,73.9,0,,-13,1.8,9,11.4,82,4,911004,1843.8,Custom,Wire,3297.6,0.68,7,34042.03,2023-09-30
CUST-10213,2022-10-26,2023-05-26,212,Logistics,Mid-Market,Australia,17955,3952.19,47426.27,54919.74,0.141,78.3,0,,11,1.2,0,31.8,20,2,819350,4444.7,Starter,Wire,2621.41,0.204,1,94852.54,2023-10-26
CUST-10214,2022-10-16,2023-08-03,291,Logistics,Enterprise,Canada,19875,2864.35,34372.18,68453.32,0.405,68.3,0,,64,1.9,12,49.9,35,16,409568,1348.2,Custom,Invoice,2190.65,0.133,3,103116.53,2023-10-16
CUST-10215,2024-02-27,2024-10-09,225,Education,SMB,India,16704,9865.28,118383.38,287803.37,0.222,80.0,0,,76,1.4,42,37.7,39,13,21285,314.8,Starter,Invoice,4493.88,0.252,3,118383.38,2025-02-26
CUST-10216,2024-10-14,2026-04-09,542,Education,Startup,USA,31529,132.37,1588.46,6123.77,0.056,100,0,,-51,1.7,46,22.8,54,9,729837,4023.0,Professional,Wire,3349.18,0.961,9,3176.91,2025-10-14
CUST-10217,2022-07-16,2023-08-10,390,Education,SMB,Australia,49742,4770.36,57244.31,67945.6,0.191,86.3,0,,-39,3.1,31,17.2,71,1,723233,381.3,Professional,Invoice,2053.68,0.044,7,171732.94,2023-07-16
CUST-10218,2022-05-29,2022-09-12,106,Retail,Mid-Market,Canada,6352,6840.51,82086.14,321428.42,0.256,80.5,0,,-91,2.0,37,30.0,35,19,933024,2249.2,Professional,Credit Card,1704.07,0.237,1,6840.51,2023-05-29
CUST-10219,2023-05-28,2025-01-30,613,Finance,SMB,USA,32088,5414.22,64970.66,175542.57,0.1,90.5,0,,-45,4.2,21,8.1,64,19,240469,4624.1,Enterprise,Credit Card,2135.53,0.349,5,194911.98,2024-05-27
CUST-10220,2022-12-03,2022-12-31,28,Finance,Mid-Market,Germany,15354,7414.12,88969.4,349869.26,0.205,80.4,0,,88,1.2,11,14.9,26,7,139070,1475.0,Starter,Wire,1128.13,0.135,1,88969.4,2023-12-03
CUST-10221,2024-01-21,2025-10-25,643,Finance,Enterprise,Australia,24783,7589.23,91070.82,288132.06,0.14,84.2,0,,-99,1.7,2,38.8,87,14,113796,424.1,Professional,Invoice,366.07,0.415,6,91070.82,2025-01-20
CUST-10222,2022-12-07,2023-09-06,273,Logistics,SMB,Germany,38951,7164.6,85975.21,257756.08,0.329,69.5,0,,36,3.6,13,68.7,54,6,640626,4183.5,Custom,ACH,1578.65,0.606,0,85975.21,2023-12-07
CUST-10223,2024-04-11,2025-02-08,303,Finance,Enterprise,USA,15061,3816.71,45800.5,108733.47,0.408,62.8,0,,88,3.8,7,40.8,50,19,747056,3688.1,Professional,Credit Card,2589.77,0.539,3,45800.5,2025-04-11
