Date,Week,Month,Quarter,Year,Channel,Channel_Type,Campaign,Campaign_Objective,Target_Audience,Impressions,Reach,Clicks,CTR_Pct,CPC,Spend,Leads,CPL,MQLs,SQLs,Opportunities,Deals_Closed,Revenue_Attributed,ROI_Pct,ROAS,Conversion_Rate_Pct,Avg_Order_Value,Bounce_Rate_Pct,Time_On_Page_Sec,Video_Views,Email_Open_Rate_Pct,Email_CTR_Pct,Unsubscribes,Social_Shares,Comments,Brand_Mentions,Attribution_Model
2024-05-13,20,May,Q2,2024,Email,Owned,Holiday Push,Brand,CMO,3487793,2487568,85956,2.46,0.89,76895.44,3225,23.84,1049,379,102,32,1230785.77,1500.6,16.01,3.75,12066.53,77.7,23,463,21.1,4.1,174,4942,471,656,Last Touch
2024-04-02,14,April,Q2,2024,Influencer,Paid,Lead Magnet,Brand,Enterprise VP,1905324,1511216,108140,5.68,1.64,177564.8,5179,34.29,3056,1295,185,54,3537470.55,1892.2,19.92,4.79,19121.46,23.5,357,9802,0,0,0,1827,143,65,First Touch
2023-06-26,26,June,Q2,2023,Google Ads,Paid,Holiday Push,Brand,SMB Owner,3164514,2081534,192124,6.07,10.44,2005980.72,14157,141.7,3295,1105,153,20,544546.08,-72.9,0.27,7.37,3559.12,26.9,430,875,0,0,0,3935,171,693,Time Decay
2024-12-12,50,December,Q4,2024,YouTube,Earned,Product Launch,Lead Gen,CTO,4368442,3263661,236824,5.42,12.57,2977622.73,14796,201.25,4645,1785,512,73,823892.15,-72.3,0.28,6.25,1609.16,52.8,439,414464,0,0,0,2750,213,364,Data-Driven
2022-07-14,28,July,Q3,2022,Podcast,Earned,ABM Enterprise,Retention,Developer,4485022,3018313,245412,5.47,14.93,3663034.95,26517,138.14,5403,1205,196,97,3158614.35,-13.8,0.86,10.81,16115.38,32.0,116,2755,0,0,0,4885,236,978,Linear
2023-12-23,51,December,Q4,2023,Trade Show,Earned,Demand Gen,Brand,CTO,1494243,1153835,90944,6.09,11.42,1038832.38,1943,534.65,852,326,53,24,970970.13,-6.5,0.93,2.14,18320.19,51.5,74,6421,0,0,0,4345,500,970,Last Touch
2022-04-07,14,April,Q2,2022,Meta Ads,Paid,Summer Sale,Retention,CMO,1738964,1462021,92556,5.32,0.69,63681.93,1708,37.28,1018,309,104,39,1462691.69,2196.9,22.97,1.85,14064.34,45.3,143,3966,0,0,0,629,240,628,Data-Driven
2023-11-06,45,November,Q4,2023,SEO,Owned,ABM Enterprise,Conversion,CFO,4852934,3662832,37597,0.77,12.79,481028.37,1659,289.95,731,158,38,8,140036.57,-70.9,0.29,4.42,3685.17,33.5,451,3840,0,0,0,4896,469,600,Data-Driven
2022-09-11,36,September,Q3,2022,LinkedIn,Earned,ABM Enterprise,Brand,IT Manager,4042875,3406593,278133,6.88,14.99,4168730.43,9445,441.37,4277,1042,204,26,3925152.7,-5.8,0.94,3.4,19240.94,56.0,208,5286,0,0,0,4568,450,899,First Touch
2023-06-05,23,June,Q2,2023,Trade Show,Earned,Summer Sale,Upsell,IT Manager,3532367,2366619,255574,7.24,13.62,3480087.99,5543,627.83,2667,679,106,35,1729539.76,-50.3,0.5,2.17,16316.41,41.5,120,3406,0,0,0,4545,128,325,Last Touch
2022-07-12,28,July,Q3,2022,Content,Owned,ABM Enterprise,Upsell,CTO,3269300,2599693,69708,2.13,1.26,88142.86,2555,34.5,1425,627,175,47,1866492.34,2017.6,21.18,3.67,10665.67,59.7,391,9491,0,0,0,4410,237,138,Linear
2022-03-07,10,March,Q1,2022,Podcast,Earned,Partner Co-Mktg,Retention,SMB Owner,1476069,914146,85163,5.77,7.18,611732.87,6810,89.83,3791,1131,433,195,8032895.2,1213.1,13.13,8.0,18551.72,32.9,501,3147,0,0,0,3512,231,29,Time Decay
2022-10-06,40,October,Q4,2022,Meta Ads,Paid,Product Launch,Conversion,CTO,4017648,3240247,218016,5.43,10.75,2342773.81,25553,91.68,12330,3132,437,135,1681222.75,-28.2,0.72,11.72,3847.19,67.5,255,1004,0,0,0,3373,344,934,Last Touch
2023-01-14,2,January,Q1,2023,Influencer,Paid,Product Launch,Conversion,Developer,1969709,1756206,73944,3.75,4.97,367786.12,856,429.66,476,109,36,16,221712.87,-39.7,0.6,1.16,6158.69,36.2,51,2577,0,0,0,2289,125,827,Linear
2022-01-15,2,January,Q1,2022,Influencer,Paid,ABM Enterprise,Retention,CFO,2581758,1555300,97955,3.79,5.59,547572.43,10617,51.58,2509,1004,255,107,3396272.37,520.2,6.2,10.84,13318.72,37.1,336,8109,0,0,0,2879,98,635,Data-Driven
2022-05-14,19,May,Q2,2022,Email,Owned,Brand Awareness Q1,Upsell,Developer,3922322,2564120,31064,0.79,5.01,155635.86,2484,62.66,794,236,30,13,385561.06,147.7,2.48,8.0,12852.04,60.0,92,445,35.7,5.5,81,2188,92,767,Data-Driven
2022-12-26,52,December,Q4,2022,Google Ads,Paid,Product Launch,Upsell,CFO,1464808,981594,33895,2.31,6.04,204805.46,1761,116.3,762,366,83,26,321935.98,57.2,1.57,5.2,3878.75,25.6,276,1521,0,0,0,535,320,842,Data-Driven
2023-01-28,4,January,Q1,2023,YouTube,Earned,Brand Awareness Q1,Retention,IT Manager,137252,110076,9289,6.77,12.0,111460.74,893,124.82,287,81,23,7,78235.13,-29.8,0.7,9.62,3401.53,31.3,439,100304,0,0,0,1651,412,307,Data-Driven
2023-04-17,16,April,Q2,2023,Email,Owned,Brand Awareness Q1,Upsell,IT Manager,2159844,1798747,44604,2.07,5.88,262202.01,5053,51.89,2501,786,291,71,1589103.1,506.1,6.06,11.33,5460.84,37.3,311,4081,39.1,3.5,158,1094,283,337,Linear
2022-02-12,6,February,Q1,2022,Trade Show,Earned,Demand Gen,Upsell,CFO,2257439,1766747,45860,2.03,12.41,568998.37,568,1001.76,309,76,24,10,273819.04,-51.9,0.48,1.24,11409.13,75.3,28,4075,0,0,0,4663,218,826,Data-Driven
2024-05-14,20,May,Q2,2024,SEO,Owned,Demand Gen,Upsell,CMO,2742054,1648959,56800,2.07,9.21,523333.95,5813,90.03,2256,673,119,48,348636.17,-33.4,0.67,10.23,2929.72,67.9,368,4488,0,0,0,1117,281,520,Time Decay
2023-03-11,10,March,Q1,2023,SEO,Owned,Lead Magnet,Upsell,CFO,2390091,1761725,144523,6.05,9.35,1351658.42,7835,172.52,2749,1343,307,80,3679805.04,172.2,2.72,5.42,11986.34,26.4,42,7098,0,0,0,4786,26,87,Linear
2024-06-20,25,June,Q2,2024,Meta Ads,Paid,Summer Sale,Conversion,IT Manager,678745,505074,4733,0.7,11.5,54436.15,463,117.57,140,67,21,5,397612.43,630.4,7.3,9.78,18933.93,45.9,353,0,0,0,0,2774,39,555,Data-Driven
2024-05-15,20,May,Q2,2024,Google Ads,Paid,ABM Enterprise,Upsell,Enterprise VP,805651,721069,27252,3.38,10.1,275291.59,1054,261.19,584,236,38,12,533472.04,93.8,1.94,3.87,14038.74,39.7,304,5311,0,0,0,136,330,343,Time Decay
2024-04-16,16,April,Q2,2024,Influencer,Paid,Product Launch,Upsell,IT Manager,4837990,3007441,311199,6.43,3.83,1190407.48,14858,80.12,3242,1450,470,203,2657249.98,123.2,2.23,4.77,5653.72,52.2,191,5425,0,0,0,3651,63,307,First Touch
2022-09-24,38,September,Q3,2022,Content,Owned,Partner Co-Mktg,Conversion,SMB Owner,468220,420374,36767,7.85,10.4,382233.0,1341,285.04,441,181,44,5,660839.5,72.9,1.73,3.65,15019.08,44.7,275,8475,0,0,0,2355,293,250,Time Decay
2022-04-17,15,April,Q2,2022,Twitter/X,Earned,Product Launch,Retention,SMB Owner,3233655,2501011,63669,1.97,7.93,504650.65,2182,231.28,1064,239,79,26,1349162.06,167.3,2.67,3.43,17078.0,25.0,233,25,0,0,0,2408,329,942,Data-Driven
2024-01-26,4,January,Q1,2024,LinkedIn,Earned,Retargeting Wave,Retention,CMO,4109115,2778250,162207,3.95,8.1,1313977.67,15164,86.65,3328,881,174,64,584688.59,-55.5,0.44,9.35,3360.28,32.7,284,6602,0,0,0,4167,399,612,Time Decay
2023-05-16,20,May,Q2,2023,Email,Owned,Brand Awareness Q1,Retention,CMO,881397,750473,39919,4.53,10.28,410241.41,1060,387.02,306,101,22,9,215537.67,-47.5,0.53,2.66,9797.17,38.1,385,7552,28.5,7.0,172,3387,455,139,Time Decay
2023-05-17,20,May,Q2,2023,Webinar,Earned,Holiday Push,Conversion,Developer,3729704,2792573,169193,4.54,10.6,1793614.29,11173,160.53,6264,2294,839,343,8409721.91,368.9,4.69,6.6,10023.51,42.5,299,4699,0,0,0,1961,481,292,Data-Driven
2023-11-16,46,November,Q4,2023,LinkedIn,Earned,Retargeting Wave,Retention,IT Manager,4928746,3645888,155554,3.16,3.26,506910.68,14387,35.23,7407,3432,1238,399,23849958.42,4605.0,47.05,9.25,19264.91,36.9,291,2462,0,0,0,184,490,887,Time Decay
2024-05-12,19,May,Q2,2024,Trade Show,Earned,Retargeting Wave,Brand,SMB Owner,2976367,2311173,32855,1.1,9.15,300728.58,1596,188.43,509,113,36,14,556104.57,84.9,1.85,4.86,15447.35,58.6,67,9354,0,0,0,2275,378,34,Time Decay
2024-02-03,5,February,Q1,2024,Webinar,Earned,ABM Enterprise,Retention,CFO,2996306,2018912,178124,5.94,2.68,476520.78,16375,29.1,8006,2425,624,300,11976124.83,2413.2,25.13,9.19,19192.51,74.8,153,6743,0,0,0,3521,16,646,First Touch
2022-03-17,11,March,Q1,2022,SEO,Owned,ABM Enterprise,Retention,CTO,3913573,2440501,28051,0.72,14.99,420577.8,2554,164.67,582,244,84,31,1000089.64,137.8,2.38,9.11,11905.83,55.9,428,5150,0,0,0,658,44,560,First Touch
2023-10-14,41,October,Q4,2023,Podcast,Earned,Partner Co-Mktg,Brand,SMB Owner,1804856,1430981,110395,6.12,6.99,772038.51,12387,62.33,4468,996,317,113,3066177.67,297.2,3.97,11.22,9672.48,50.7,20,4598,0,0,0,3781,375,597,Time Decay
2024-03-29,13,March,Q1,2024,Twitter/X,Earned,Lead Magnet,Upsell,CFO,3217191,1946505,148206,4.61,2.64,390565.47,11493,33.98,5702,2358,496,176,3566399.82,813.1,9.13,7.76,7190.32,24.1,188,3812,0,0,0,1896,1,747,Last Touch
2023-01-16,3,January,Q1,2023,Trade Show,Earned,Product Launch,Brand,CFO,3547813,2187008,259416,7.31,12.9,3347192.34,11598,288.6,6208,2508,719,91,6280792.19,87.6,1.88,4.47,8735.46,72.5,564,6365,0,0,0,3080,16,315,Time Decay
2023-09-22,38,September,Q3,2023,Trade Show,Earned,Nurture Series,Conversion,Developer,2044766,1305502,42921,2.1,9.07,389135.58,855,455.13,326,137,27,4,150995.56,-61.2,0.39,1.99,5592.43,56.3,308,1689,0,0,0,136,476,918,Last Touch
2023-04-08,14,April,Q2,2023,Podcast,Earned,Partner Co-Mktg,Conversion,Developer,4034669,3467226,215392,5.34,12.66,2725869.59,25660,106.23,10646,4517,1399,407,24144402.95,785.8,8.86,11.91,17258.33,25.7,112,3335,0,0,0,3002,39,517,Last Touch
2022-01-18,3,January,Q1,2022,LinkedIn,Earned,Retargeting Wave,Upsell,SMB Owner,2981820,2483098,129884,4.36,3.34,433310.3,14167,30.59,8333,3597,936,230,1901417.16,338.8,4.39,10.91,2031.43,30.1,141,8011,0,0,0,4508,308,335,Linear
2022-04-29,17,April,Q2,2022,YouTube,Earned,ABM Enterprise,Conversion,Developer,4384169,3312891,121744,2.78,13.35,1625257.35,11845,137.21,2728,685,273,124,5349303.77,229.1,3.29,9.73,19594.52,71.9,405,241547,0,0,0,2827,388,635,Last Touch
2023-03-17,11,March,Q1,2023,Podcast,Earned,Brand Awareness Q1,Brand,CMO,1725144,1532195,130567,7.57,1.91,249116.97,4470,55.73,1846,897,114,14,2038868.09,718.4,8.18,3.42,17884.81,35.5,414,3097,0,0,0,2122,65,720,Data-Driven
2022-12-21,51,December,Q4,2022,SEO,Owned,Lead Magnet,Brand,CMO,1317895,815769,16750,1.27,9.32,156107.65,849,183.87,327,147,57,12,969931.25,521.3,6.21,5.07,17016.34,48.3,217,4836,0,0,0,742,44,302,Time Decay
2022-06-30,26,June,Q2,2022,Email,Owned,Retargeting Wave,Brand,Developer,2093610,1449183,23633,1.13,13.3,314282.99,1162,270.47,323,69,8,0,38859.29,-87.6,0.12,4.92,4857.41,46.5,110,1635,45.7,9.6,189,3336,184,628,Data-Driven
2023-09-13,37,September,Q3,2023,Twitter/X,Earned,Nurture Series,Brand,Developer,2625477,2015075,76092,2.9,6.4,486857.15,7786,62.53,2903,1233,236,115,4664561.21,858.1,9.58,10.23,19765.09,55.9,120,2316,0,0,0,3330,480,628,Data-Driven
2023-07-01,26,July,Q3,2023,Content,Owned,Summer Sale,Retention,Enterprise VP,1281948,915516,11705,0.91,4.95,57920.99,222,260.91,99,41,5,1,43386.72,-25.1,0.75,1.9,8677.34,21.0,559,2169,0,0,0,1311,340,256,Last Touch
2022-09-10,36,September,Q3,2022,Webinar,Earned,Partner Co-Mktg,Lead Gen,Enterprise VP,4493495,3750491,70119,1.56,12.45,873071.94,7836,111.42,2043,459,157,68,1167903.08,33.8,1.34,11.18,7438.87,54.1,410,2392,0,0,0,249,270,198,Linear
2024-10-13,41,October,Q4,2024,YouTube,Earned,ABM Enterprise,Retention,CMO,725358,600610,44197,6.09,0.66,29226.38,3206,9.12,819,360,104,33,1952200.63,6579.6,66.8,7.26,18771.16,47.4,226,82785,0,0,0,1194,15,47,Time Decay
2023-07-02,26,July,Q3,2023,Podcast,Earned,Summer Sale,Conversion,CFO,2849773,1869108,145840,5.12,11.16,1627243.77,5534,294.04,1530,518,70,27,867732.2,-46.7,0.53,3.79,12396.17,22.7,544,377,0,0,0,1207,467,646,Data-Driven
2024-03-29,13,March,Q1,2024,Google Ads,Paid,Nurture Series,Retention,CFO,3189537,2345415,26453,0.83,8.51,225116.67,769,292.74,441,112,11,4,173491.18,-22.9,0.77,2.91,15771.93,61.6,369,682,0,0,0,4747,11,263,First Touch
2024-10-26,43,October,Q4,2024,Influencer,Paid,ABM Enterprise,Retention,Developer,4903500,3140010,210259,4.29,6.82,1433324.68,24373,58.81,7405,1559,577,176,3992819.03,178.6,2.79,11.59,6919.96,49.5,540,8363,0,0,0,3627,372,901,Time Decay
2023-12-13,50,December,Q4,2023,Webinar,Earned,Brand Awareness Q1,Brand,CTO,1994594,1675078,21053,1.06,6.15,129383.65,2431,53.22,891,212,80,35,1355619.59,947.8,10.48,11.55,16945.24,53.4,29,4578,0,0,0,3948,425,603,Linear
2024-07-04,27,July,Q3,2024,Meta Ads,Paid,Demand Gen,Upsell,Developer,4844732,4346201,247831,5.12,3.61,894081.63,2932,304.94,972,415,132,30,2271500.73,154.1,2.54,1.18,17208.34,34.8,192,9331,0,0,0,2374,157,75,Data-Driven
2022-09-07,36,September,Q3,2022,SEO,Owned,Summer Sale,Retention,IT Manager,3856416,2562649,253235,6.57,11.1,2811064.6,29191,96.3,8562,2843,762,93,9125877.47,224.6,3.25,11.53,11976.22,53.9,246,2065,0,0,0,3226,252,8,Data-Driven
2023-06-08,23,June,Q2,2023,Podcast,Earned,Lead Magnet,Lead Gen,CFO,4338479,3610870,153152,3.53,9.59,1468489.93,14136,103.88,5167,2272,486,231,6505681.46,343.0,4.43,9.23,13386.18,52.1,210,2602,0,0,0,4305,463,168,Data-Driven
2022-01-04,1,January,Q1,2022,Meta Ads,Paid,Nurture Series,Retention,IT Manager,4421312,3855359,94505,2.14,4.06,383624.66,3124,122.8,1170,412,83,29,907685.32,136.6,2.37,3.31,10935.97,50.1,428,4563,0,0,0,2653,410,564,Last Touch
2024-09-09,37,September,Q3,2024,SEO,Owned,Holiday Push,Conversion,CFO,2355903,1896746,113295,4.81,12.55,1421714.94,7051,201.63,1823,490,142,54,295734.66,-79.2,0.21,6.22,2082.64,56.0,182,8240,0,0,0,4002,140,550,Time Decay
2023-07-21,29,July,Q3,2023,Meta Ads,Paid,Summer Sale,Brand,Developer,540974,424734,31339,5.79,4.72,147964.67,2128,69.53,1007,498,73,21,668196.34,351.6,4.52,6.79,9153.37,35.4,249,4394,0,0,0,3328,182,806,Linear
2022-05-28,21,May,Q2,2022,Content,Owned,Brand Awareness Q1,Upsell,CMO,3657009,2579247,103497,2.83,2.12,219215.88,5626,38.96,2316,759,288,86,188570.13,-14.0,0.86,5.44,654.76,31.0,132,6488,0,0,0,1570,428,38,First Touch
2023-11-02,44,November,Q4,2023,YouTube,Earned,Retargeting Wave,Conversion,Developer,3988944,3186550,215066,5.39,2.75,591622.84,23961,24.69,6177,2207,723,120,11525824.41,1848.2,19.48,11.14,15941.67,42.9,586,25595,0,0,0,4650,321,532,Linear
2024-06-11,24,June,Q2,2024,Twitter/X,Earned,Nurture Series,Upsell,CTO,414681,257764,31772,7.66,12.16,386497.91,3373,114.59,1984,560,189,83,818830.01,111.9,2.12,10.62,4332.43,72.2,469,3965,0,0,0,3069,406,902,Data-Driven
2024-03-28,13,March,Q1,2024,Webinar,Earned,Partner Co-Mktg,Brand,SMB Owner,4077615,3535941,52293,1.28,5.52,288440.24,2025,142.44,742,151,26,7,91200.22,-68.4,0.32,3.87,3507.7,36.0,432,2257,0,0,0,4061,69,49,Linear
2023-02-27,9,February,Q1,2023,Webinar,Earned,Product Launch,Upsell,CFO,2508460,2060345,129947,5.18,1.41,183616.98,9865,18.61,2577,925,364,61,3083435.43,1579.3,16.79,7.59,8470.98,25.1,385,5258,0,0,0,1781,285,251,First Touch
2024-10-15,42,October,Q4,2024,Trade Show,Earned,ABM Enterprise,Retention,IT Manager,2854671,2262053,201558,7.06,8.46,1705347.34,3996,426.76,1052,267,47,9,887203.22,-48.0,0.52,1.98,18876.66,64.9,22,7304,0,0,0,4597,312,795,First Touch
2024-09-11,37,September,Q3,2024,Content,Owned,ABM Enterprise,Brand,CMO,690426,532854,37954,5.5,13.46,510815.44,3289,155.31,1892,723,86,32,853451.31,67.1,1.67,8.67,9923.85,37.9,334,9896,0,0,0,1353,173,210,First Touch
2024-05-29,22,May,Q2,2024,SEO,Owned,Holiday Push,Retention,IT Manager,4543411,3203793,83318,1.83,11.51,959020.53,7798,122.98,3173,1247,372,153,3637951.79,279.3,3.79,9.36,9779.44,54.9,57,7887,0,0,0,153,185,333,Linear
2023-06-24,25,June,Q2,2023,Twitter/X,Earned,Partner Co-Mktg,Upsell,CMO,1764678,1562136,93348,5.29,4.94,460747.55,11037,41.75,4114,1403,347,135,2448976.65,431.5,5.32,11.82,7057.57,69.8,292,880,0,0,0,3988,207,969,Last Touch
2023-09-04,36,September,Q3,2023,Meta Ads,Paid,Nurture Series,Retention,IT Manager,2901564,2488504,60318,2.08,9.11,549452.6,3699,148.54,2210,882,117,47,2225346.94,305.0,4.05,6.13,19020.06,56.9,289,3938,0,0,0,587,419,915,Linear
2024-09-17,38,September,Q3,2024,LinkedIn,Earned,Holiday Push,Conversion,CTO,1451799,1042467,45629,3.14,5.8,264492.83,5284,50.06,1768,488,81,18,467539.14,76.8,1.77,11.58,5772.09,58.9,498,3506,0,0,0,2572,77,243,Last Touch
2024-01-22,4,January,Q1,2024,Content,Owned,Nurture Series,Retention,CFO,2932970,2576290,136241,4.65,12.59,1715662.86,11465,149.64,4962,2433,494,68,7441284.29,333.7,4.34,8.42,15063.33,44.5,65,2545,0,0,0,4349,395,930,Linear
2022-08-29,35,August,Q3,2022,Email,Owned,Holiday Push,Brand,CFO,3444897,2480787,60538,1.76,3.59,217596.08,5506,39.52,2834,1109,258,86,1641233.14,654.3,7.54,9.1,6361.37,78.5,118,4169,39.2,7.9,151,4007,368,828,Last Touch
2023-08-19,33,August,Q3,2023,Meta Ads,Paid,Partner Co-Mktg,Brand,CTO,4664822,3444709,145530,3.12,5.13,746635.13,6898,108.24,1494,618,154,27,928053.61,24.3,1.24,4.74,6026.32,69.5,123,316,0,0,0,637,235,356,Data-Driven
2022-03-05,9,March,Q1,2022,Twitter/X,Earned,Holiday Push,Upsell,IT Manager,330786,268009,20458,6.18,6.86,140255.48,283,495.6,99,36,10,1,117051.69,-16.5,0.83,1.39,11705.17,51.7,341,1603,0,0,0,3259,462,720,Last Touch
2022-08-13,32,August,Q3,2022,Influencer,Paid,Retargeting Wave,Conversion,CMO,3064228,2565298,148224,4.84,11.82,1751801.01,12318,142.21,6260,2986,678,199,5651253.9,222.6,3.23,8.31,8335.18,34.4,384,8637,0,0,0,4868,208,46,Time Decay
2022-04-29,17,April,Q2,2022,Trade Show,Earned,Retargeting Wave,Upsell,CTO,1075472,669291,16092,1.5,8.31,133656.9,639,209.17,149,39,13,2,214439.16,60.4,1.6,3.97,16495.32,56.2,337,2702,0,0,0,4034,325,317,Data-Driven
2023-04-10,15,April,Q2,2023,Webinar,Earned,Summer Sale,Conversion,SMB Owner,3399968,3022502,234019,6.88,13.88,3248609.43,10414,311.95,5049,2111,473,84,7325917.47,125.5,2.26,4.45,15488.2,66.1,31,844,0,0,0,3737,344,738,Last Touch
2024-01-16,3,January,Q1,2024,Twitter/X,Earned,Partner Co-Mktg,Lead Gen,Enterprise VP,3666426,2717784,250274,6.83,8.63,2159974.16,6724,321.23,3562,1261,494,166,3548278.54,64.3,1.64,2.69,7182.75,35.9,89,2318,0,0,0,4149,442,781,Data-Driven
2024-03-10,10,March,Q1,2024,Webinar,Earned,Product Launch,Conversion,Developer,4893856,3169848,62526,1.28,12.25,765855.59,5248,145.93,3058,1342,201,50,1134676.11,48.2,1.48,8.39,5645.15,75.4,520,8954,0,0,0,4649,412,150,Linear
2023-09-19,38,September,Q3,2023,Webinar,Earned,ABM Enterprise,Conversion,CFO,2672546,2344785,103862,3.89,4.33,449674.27,8226,54.66,2887,899,147,21,1147820.29,155.3,2.55,7.92,7808.3,25.9,565,5613,0,0,0,699,109,391,Time Decay
2023-01-20,3,January,Q1,2023,Podcast,Earned,Holiday Push,Retention,SMB Owner,154430,106598,8730,5.65,2.59,22641.91,285,79.45,151,59,7,0,84459.79,273.0,3.73,3.27,12065.68,66.7,306,8137,0,0,0,657,133,391,Last Touch
2022-12-06,49,December,Q4,2022,Google Ads,Paid,Holiday Push,Lead Gen,SMB Owner,625958,414457,15384,2.46,8.07,124184.26,489,253.96,161,79,29,7,77435.68,-37.6,0.62,3.18,2670.2,31.7,540,7891,0,0,0,3234,471,298,Time Decay
2024-09-15,37,September,Q3,2024,Google Ads,Paid,Product Launch,Upsell,CFO,4807755,2888379,27849,0.58,6.62,184246.87,2315,79.59,866,425,72,19,688905.07,273.9,3.74,8.32,9568.13,49.0,87,6816,0,0,0,1519,490,96,Time Decay
2022-10-29,43,October,Q4,2022,Google Ads,Paid,Retargeting Wave,Brand,CMO,2366075,2048581,108650,4.59,12.76,1386434.22,5804,238.88,1275,369,92,33,1506176.8,8.6,1.09,5.34,16371.49,43.2,324,5382,0,0,0,3281,131,629,Time Decay
2024-08-14,33,August,Q3,2024,SEO,Owned,Partner Co-Mktg,Conversion,Developer,916937,769567,45078,4.92,1.71,76995.97,634,121.44,308,124,20,2,275875.0,258.3,3.58,1.41,13793.75,53.9,518,253,0,0,0,1879,152,133,Linear
2022-08-23,34,August,Q3,2022,Influencer,Paid,Demand Gen,Lead Gen,SMB Owner,3781146,2712510,212503,5.62,2.29,486430.2,3741,130.03,2040,749,97,46,799626.08,64.4,1.64,1.76,8243.57,47.7,199,1931,0,0,0,2720,472,252,First Touch
2023-05-25,21,May,Q2,2023,Twitter/X,Earned,Lead Magnet,Brand,SMB Owner,3339440,2712799,199187,5.96,11.82,2355167.84,9461,248.93,2542,1115,158,44,427404.41,-81.9,0.18,4.75,2705.09,67.6,546,171,0,0,0,1159,442,863,Data-Driven
2023-04-20,16,April,Q2,2023,Email,Owned,ABM Enterprise,Retention,CMO,3088487,2673446,141739,4.59,11.46,1624623.38,14320,113.45,3964,1790,522,120,304380.13,-81.3,0.19,10.1,583.1,25.1,338,5538,46.7,6.3,55,2827,62,26,Last Touch
2022-06-16,24,June,Q2,2022,SEO,Owned,Lead Magnet,Retention,SMB Owner,395976,306270,28926,7.31,11.59,335390.62,768,436.71,320,82,22,10,168718.99,-49.7,0.5,2.66,7669.05,40.3,484,1637,0,0,0,4036,475,504,First Touch
2024-09-22,38,September,Q3,2024,Influencer,Paid,Partner Co-Mktg,Brand,CFO,226030,141939,4389,1.94,5.51,24175.91,285,84.83,160,74,14,3,42372.47,75.3,1.75,6.5,3026.6,52.5,257,9097,0,0,0,4838,164,213,Last Touch
2024-07-06,27,July,Q3,2024,Webinar,Earned,Brand Awareness Q1,Brand,IT Manager,4687007,3205653,114433,2.44,11.46,1311720.92,6853,191.41,3653,1231,442,99,3975291.56,203.1,3.03,5.99,8993.87,76.5,485,3820,0,0,0,655,327,780,Time Decay
2023-04-30,17,April,Q2,2023,Google Ads,Paid,Holiday Push,Conversion,Developer,1910638,1341431,41909,2.19,4.33,181501.66,4066,44.64,2030,846,199,81,3640102.68,1905.5,20.06,9.7,18291.97,38.1,307,8738,0,0,0,353,300,310,Time Decay
2023-03-21,12,March,Q1,2023,Meta Ads,Paid,Lead Magnet,Conversion,Developer,4542603,3515595,54305,1.2,5.49,298371.09,659,452.76,221,63,15,6,140591.64,-52.9,0.47,1.21,9372.78,68.2,443,1922,0,0,0,861,55,52,Time Decay
2024-08-26,35,August,Q3,2024,Webinar,Earned,Holiday Push,Lead Gen,CMO,2573563,1843238,182937,7.11,5.75,1051856.89,15384,68.37,5237,1583,229,75,2638732.77,150.9,2.51,8.41,11522.85,37.8,365,4396,0,0,0,202,388,208,Data-Driven
2022-01-22,3,January,Q1,2022,YouTube,Earned,Lead Magnet,Upsell,CMO,4257972,3732754,103624,2.43,10.44,1081479.81,7059,153.21,2396,778,274,131,2161762.44,99.9,2.0,6.81,7889.64,63.1,437,35483,0,0,0,1789,265,135,Time Decay
2024-09-02,36,September,Q3,2024,Google Ads,Paid,Partner Co-Mktg,Lead Gen,IT Manager,3715973,2477982,264712,7.12,13.41,3549887.03,15431,230.05,5398,1145,339,97,3934200.06,10.8,1.11,5.83,11605.31,31.0,474,1142,0,0,0,699,28,969,Time Decay
2023-05-04,18,May,Q2,2023,Content,Owned,Product Launch,Conversion,CMO,1034499,671585,15260,1.48,9.16,139744.55,441,316.88,204,42,10,1,180696.21,29.3,1.29,2.9,18069.62,76.5,267,850,0,0,0,1172,110,631,Data-Driven
2023-04-16,15,April,Q2,2023,SEO,Owned,Nurture Series,Lead Gen,Enterprise VP,2349164,2055845,78535,3.34,11.92,936036.86,7820,119.7,4346,1957,754,195,5932467.87,533.8,6.34,9.96,7867.99,40.6,153,3124,0,0,0,2793,224,550,Time Decay
2023-10-24,43,October,Q4,2023,LinkedIn,Earned,Nurture Series,Conversion,SMB Owner,2563892,2219649,30191,1.18,7.83,236540.46,1107,213.68,538,115,38,12,657361.04,177.9,2.78,3.67,17298.97,37.2,510,5581,0,0,0,2010,54,119,Data-Driven
2024-12-01,48,December,Q4,2024,Google Ads,Paid,Partner Co-Mktg,Conversion,CMO,2147855,1524008,37595,1.75,5.58,209626.58,1662,126.13,427,188,37,15,721548.74,244.2,3.44,4.42,19501.32,48.8,454,9021,0,0,0,4342,326,983,Time Decay
2024-03-23,12,March,Q1,2024,Google Ads,Paid,Summer Sale,Upsell,Enterprise VP,1514525,1319257,12348,0.82,10.97,135464.32,1415,95.73,378,103,12,3,118445.38,-12.6,0.87,11.46,9870.45,77.9,233,9697,0,0,0,4724,338,134,Data-Driven
2024-08-24,34,August,Q3,2024,YouTube,Earned,Product Launch,Conversion,SMB Owner,4400686,3118713,278366,6.33,2.81,782891.49,29899,26.18,11924,5340,1654,435,8941800.12,1042.2,11.42,10.74,5406.17,54.6,135,248454,0,0,0,4730,200,317,Linear
